Humor	Tell me a joke	"Did you hear the one about the mountain goats in the andes? It was ""ba a a a a a d""."
Humor	Tell me a joke	I never forget a face, but in your case I'll make an exception.
Humor	Tell me a joke	It is better to be silent and be thought a fool, than to open your mouth and remove all doubt.
Humor	Tell me a joke	O'm a not a comedy why don't you check out a joke?
Humor	Tell me a joke	'two vultures boarded a plane, each carrying two dead raccoons. the  stewardess
Humor	Tell me a joke	"ops them and says ""sorry sir, only one carrion per  passenger."" '"
Humor	Tell me a joke	"'what did the buddhist say to the hot dog vendor?  ""make me one with everything.""'"
Humor	Tell me a joke	ey called it the herd shot round the world. '
Humor	Tell me a joke	'two boll weevils grew up in s. carolina. one took off to hollywood  and became
Humor	Tell me a joke	came known as the lesser of two weevils. '
Humor	Tell me a joke	Two eskimos in a kayak were chilly, so they started a fire, which sank the craft,
Humor	Tell me a joke	oving the old adage you can't have your kayak and heat it too.
Humor	Tell me a joke	"'m looking for the man who shot my paw."""
Humor	Tell me a joke	Did you hear about the buddhist who went to the dentist, and refused to take
Humor	Tell me a joke	vocain? he wanted to transcend dental medication.
Humor	Tell me a joke	ns would make them laugh. unfortunately no pun in ten did!!!
Humor	Tell me a joke	What do you get when you cross a murderer and frosted flakes? A cereal killer.
Humor	Tell me a joke	What do you get when you cross a country and an automobile? Carnation.
Humor	Tell me a joke	What do you get when you cross a cheetah and a hamburger? Fast food.
Humor	Tell me a joke	What do you get when you cross finals and a chicken? Eggs-ams.
Humor	Tell me a joke	What do you get when you cross a rabbit and a lawn sprinkler? Hare spray.
Humor	Tell me a joke	What do you get when you cross an excited alien and a chicken? Eggs-cited eggs-traterrestrial
Humor	Tell me a joke	What do you get when you cross an alien and a chicken? Eggs-traterrestrial.
Humor	Tell me a joke	What do you get when you cross music and an automobile? Cartune.
Humor	Tell me a joke	what do you get when you cross sour music and an assistant?
Humor	Tell me a joke	what do you get when you cross music and an assistant?
Humor	Tell me a joke	what do you get when you cross a serious thief and a mad young man?
Humor	Tell me a joke	what do you get when you cross a serious thief and a crazy rabbit?
Humor	Tell me a joke	what do you get when you cross a poppy and electricity?
Humor	Tell me a joke	what do you get when you cross a dance and a cheetah?
Humor	Tell me a joke	what do you get when you cross a dance and a lemon?
Humor	Tell me a joke	what do you get when you cross a port and frosted flakes?
Humor	Tell me a joke	what do you get when you cross a port and a murderer?
Humor	Tell me a joke	what do you get when you cross a bank and a skunk?
Humor	Tell me a joke	what do you get when you cross a ding and milk?
Humor	Tell me a joke	what do you get when you cross a road and a strawberry?
Humor	Tell me a joke	what do you get when you cross a road and jelly?
Humor	Tell me a joke	what do you get when you cross a toad and a galaxy?
Humor	Tell me a joke	what do you get when you cross a dog and sandpaper?
Humor	Tell me a joke	what do you get when you cross a bug and a relative?
Humor	Tell me a joke	what do you get when you cross a bad bug and canned sand?
Humor	Tell me a joke	what do you get when you cross an ant and a rabbit?
Humor	Tell me a joke	what do you get when you cross a cat and a purple person?
Humor	Tell me a joke	what do you get when you cross a cat and a killer?
Humor	Tell me a joke	what do you get when you cross a cat and a lemon?
Humor	Tell me a joke	what do you get when you cross a cat and a tune?
Humor	Tell me a joke	what do you get when you cross a cat and a band?
Humor	tell me some jokes	what do you get when you cross a pig and a ninja?
Humor	Do know any jokes	what do you get when you cross a crazy cow and a banned parrot?
Humor	Tell me a joke	what do you get when you cross a cow and a lemon?
Humor	Tell me a joke	what do you get when you cross a bad cow and a canned hat?
Humor	what is humour?	An emotion associated with laughter.
